Temperature_K_,Field_T_,FieldAngle_deg_,CriticalCurrent_A_,CriticalCurrentPerCmWidth_A_cm_,n_value
60.01,3,130,41.77,104.43,18.02
60,3,125,42.33,105.84,18.31
60,3,120,43.18,107.95,18.25
60,3,115,44.08,110.21,17.46
60,3,110,45.4,113.5,17.61
60,3,105,46.63,116.58,17.63
60,3,102,46.48,116.21,15.73
60.01,3,99,46.77,116.94,14.35
60,3,96,49.61,124.03,11.36
60,3,94,59.89,149.73,8.56
60.01,3,92,71.03,177.58,7.52
60,3,90,53.73,134.34,10.1
60,3,88,49.89,124.72,13.09
60,3,86,48.85,122.13,14.76
60.01,3,84,48.46,121.16,15.93
60,3,81,47.67,119.18,16.3
59.99,3,78,47.11,117.77,16.93
60.01,3,75,46.41,116.02,17.41
60,3,70,45,112.51,17.45
59.99,3,65,43.97,109.93,17.86
60,3,60,43.14,107.85,18.18
60,3,55,42.4,106,18.05
60.01,3,50,41.85,104.62,17.74
60.01,3,45,41.63,104.09,17.82
60.02,3,40,41.51,103.77,18.03
59.99,3,35,41.65,104.13,17.67
59.99,3,30,42.12,105.31,17.68
60,3,25,42.84,107.09,17.51
59.99,3,20,44.01,110.02,17.64
59.99,3,15,45.58,113.95,17.5
60,3,10,47.55,118.88,17.66
60,3,5,49.51,123.79,17.77
60,2,240,55.33,138.34,18.07
60,2,235,54.69,136.72,18.64
59.99,2,230,54.25,135.62,18.67
59.99,2,225,54.1,135.25,18.59
60,2,220,54.34,135.85,19.12
59.99,2,215,54.57,136.41,18.48
60,2,210,55.45,138.63,18.92
60.01,2,205,56.54,141.34,18.87
59.99,2,200,57.94,144.85,18.48
59.99,2,195,60.21,150.53,19.35
60.01,2,190,62.47,156.17,19.63
60,2,185,64.67,161.67,20.01
60,2,180,65.58,163.95,20.39
60,2,175,64.33,160.83,19.58
60.01,2,170,62.52,156.29,19.79
59.99,2,165,60.39,150.98,19.72
60,2,160,58.13,145.33,18.9
60.01,2,155,56.44,141.09,19.25
60,2,150,55.05,137.62,19.16
60,2,145,54.14,135.36,19.26
60,2,140,53.55,133.87,18.92
60.01,2,135,53.48,133.7,18.85
60,2,130,53.65,134.13,18.78
60,2,125,54.39,135.96,19.12
60,2,120,55.19,137.96,17.99
59.99,2,115,56.53,141.32,17.64
60,2,110,58.3,145.76,17.44
60,2,105,59.79,149.48,16.71
60,2,102,60.28,150.71,15.59
60,2,99,61.75,154.37,14.69
59.99,2,96,65.51,163.78,10.93
60,2,94,76.4,191.01,8.5
60,2,92,86.13,215.33,7.96
60,2,90,70.9,177.26,10.19
60,2,88,65.26,163.14,12.76
60,2,86,63.31,158.27,14.33
60,2,84,62.24,155.59,15.26
60.02,2,81,61.27,153.18,16.48
60,2,78,60.12,150.31,17.06
60,2,75,59.09,147.71,17.49
60,2,70,57.42,143.54,18.21
59.99,2,65,55.89,139.71,18.13
60,2,60,54.69,136.72,18.23
60.01,2,55,53.93,134.82,18.72
59.98,2,50,53.37,133.41,18.44
60.01,2,45,53.12,132.8,18.36
60.01,2,40,53.19,132.97,18.42
60.01,2,35,53.65,134.12,18.64
59.99,2,30,54.5,136.26,18.71
60,2,25,55.7,139.24,18.69
60.01,2,20,57.36,143.4,18.95
60,2,15,59.51,148.77,19.07
60,2,10,62.07,155.17,19.51
60,2,5,64.32,160.81,19.46
59.99,1.5,240,65.69,164.22,18.41
60,1.5,235,64.84,162.09,18.48
59.99,1.5,230,64.26,160.64,18.31
59.99,1.5,225,64.32,160.79,18.7
60,1.5,220,64.6,161.5,19.01
60,1.5,215,65.21,163.03,19.2
60,1.5,210,66.23,165.56,19.39
60.01,1.5,205,67.6,168.99,19.56
60,1.5,200,69.58,173.96,20.14
59.99,1.5,195,71.82,179.54,20.05
60.01,1.5,190,74.26,185.64,20.28
60.01,1.5,185,76.64,191.59,21.03
60.01,1.5,180,77.4,193.51,20.82
60,1.5,175,76.53,191.32,20.8
60,1.5,170,74.68,186.69,20.92
60.01,1.5,165,72.31,180.78,20.72
60,1.5,160,69.86,174.65,20.34
60,1.5,155,67.75,169.38,20.06
60.01,1.5,150,66.12,165.29,19.94
60.01,1.5,145,64.87,162.18,19.75
60,1.5,140,64.2,160.51,19.62
60,1.5,135,63.95,159.87,19.47
59.99,1.5,130,64.04,160.09,19.03
60.01,1.5,125,64.99,162.49,19.21
60,1.5,120,66.1,165.26,18.83
60,1.5,115,67.81,169.53,18.58
59.99,1.5,110,69.62,174.04,17.73
59.99,1.5,105,71.39,178.47,16.45
60,1.5,102,72.33,180.83,15.43
60,1.5,99,74.3,185.76,13.92
60.01,1.5,96,79.85,199.62,10.98
60,1.5,94,91.71,229.27,9.29
59.99,1.5,92,99.78,249.45,8.56
60,1.5,90,84.89,212.22,9.87
60,1.5,88,78.52,196.3,12.25
60,1.5,86,75.94,189.85,14.04
60,1.5,84,74.67,186.66,15.61
60,1.5,81,72.94,182.35,16.44
60,1.5,78,71.42,178.56,16.94
60,1.5,75,70,175,17.31
59.99,1.5,70,67.91,169.79,17.82
60.01,1.5,65,66.34,165.86,18.74
60,1.5,60,64.88,162.2,18.76
60,1.5,55,63.84,159.6,18.4
60,1.5,50,63.42,158.56,18.99
60,1.5,45,63.3,158.24,19.17
60.01,1.5,40,63.54,158.85,19.36
60.01,1.5,35,63.94,159.85,18.95
59.99,1.5,30,65.33,163.31,19.96
59.99,1.5,25,66.85,167.13,20.3
59.99,1.5,20,68.68,171.7,19.76
60,1.5,15,71.17,177.92,19.79
60,1.5,10,74.14,185.34,20.93
60.01,1.5,5,76.62,191.55,21.19
59.99,1,240,82.74,206.85,18.3
60.01,1,235,82.07,205.18,19.12
60,1,230,81.4,203.49,19.25
60.01,1,225,81.42,203.54,19.65
60,1,220,81.57,203.92,19.33
59.99,1,215,82.47,206.16,19.72
60,1,210,83.75,209.37,19.89
60.01,1,205,85.23,213.07,19.82
59.99,1,200,87.45,218.63,20.37
60,1,195,90.35,225.87,21.28
60,1,190,93.13,232.82,22.25
59.99,1,185,95.3,238.25,21.98
60,1,180,96.25,240.63,22.21
59.99,1,175,95.75,239.38,22.32
60.01,1,170,93.75,234.37,21.93
59.99,1,165,91.16,227.89,21.51
60.01,1,160,88.85,222.12,21.77
60.01,1,155,86.12,215.31,20.9
60,1,150,83.9,209.75,20.08
60.02,1,145,82.72,206.79,20.45
60.01,1,140,81.73,204.33,20.37
60,1,135,81.25,203.13,19.61
60,1,130,81.27,203.17,18.86
59.99,1,125,82.42,206.05,19.26
60.01,1,120,83.73,209.34,18.68
60,1,115,86.05,215.12,18.73
60,1,110,88.29,220.73,17.58
59.99,1,105,91.09,227.72,16.58
60,1,102,92.82,232.06,15.42
60,1,99,95.36,238.41,13.25
60,1,96,102.52,256.3,10.88
60,1,94,113.69,284.23,9.55
60,1,92,119.77,299.42,9.29
60,1,90,108.86,272.16,10.15
60,1,88,100.95,252.37,11.91
60,1,86,97.21,243.03,13.86
60.01,1,84,94.68,236.7,14.74
60,1,81,92.26,230.66,16.18
59.99,1,78,90.35,225.87,17.21
60.01,1,75,88.51,221.27,17.71
60,1,70,85.66,214.15,18.37
60,1,65,83.6,209,18.73
60,1,60,81.96,204.89,19.03
60,1,55,80.79,201.98,19.32
60,1,50,79.83,199.59,18.72
60,1,45,79.87,199.67,19.22
60.01,1,40,80.24,200.6,19.47
60.01,1,35,81.23,203.07,20.09
59.99,1,30,82.38,205.96,19.81
59.99,1,25,84.87,212.18,21.22
60,1,20,87.12,217.79,21.43
60,1,15,89.73,224.31,21.09
60,1,10,92.9,232.24,21.98
60,1,5,94.97,237.42,21.45
60,0.7,240,101.3,253.25,18.15
60,0.7,235,100.42,251.04,18.88
59.99,0.7,230,99.97,249.93,19.23
59.99,0.7,225,99.78,249.45,19.31
60.01,0.7,220,100.28,250.71,19.91
60,0.7,215,101.04,252.59,20.06
60,0.7,210,102.53,256.32,20.23
60.01,0.7,205,104.22,260.55,20.34
59.99,0.7,200,106.57,266.42,21.18
59.99,0.7,195,108.95,272.39,20.73
60,0.7,190,112.06,280.16,22.12
60,0.7,185,114.14,285.35,22.13
60,0.7,180,115.33,288.33,22.72
60,0.7,175,115.02,287.54,22.69
60,0.7,170,113.48,283.69,22.81
60,0.7,165,111.05,277.63,22.32
60,0.7,160,108.22,270.55,21.48
60,0.7,155,106.1,265.25,21.73
60,0.7,150,103.66,259.14,20.86
60,0.7,145,102.32,255.81,20.52
60.01,0.7,140,101.3,253.25,20.36
60,0.7,135,100.88,252.19,19.8
60.01,0.7,130,101.39,253.46,19.96
59.99,0.7,125,102.09,255.22,19.02
60,0.7,120,104,260.01,18.75
60,0.7,115,106.36,265.91,18.49
59.99,0.7,110,109.11,272.78,17.42
60,0.7,105,112.23,280.58,15.86
60,0.7,102,115.49,288.71,15.15
60,0.7,99,119.1,297.75,13.06
60.01,0.7,96,127.56,318.9,11.17
59.99,0.7,94,136.9,342.25,10.49
59.99,0.7,92,141.03,352.57,10.36
59.99,0.7,90,133.89,334.74,10.77
60,0.7,88,125.69,314.22,11.86
60,0.7,86,120.58,301.45,13.26
59.99,0.7,84,117.37,293.42,14.41
60,0.7,81,113.92,284.79,16.12
60,0.7,78,111.13,277.82,16.79
60,0.7,75,108.63,271.58,17.15
60,0.7,70,105.32,263.3,18.03
59.98,0.7,65,102.92,257.31,18.9
59.99,0.7,60,100.83,252.07,19.21
60,0.7,55,99.39,248.49,19.43
60.01,0.7,50,98.44,246.11,19.51
59.98,0.7,45,98.48,246.19,19.86
60,0.7,40,98.86,247.14,20.31
60.01,0.7,35,99.85,249.63,20.61
59.99,0.7,30,101.28,253.21,20.7
60.01,0.7,25,103.44,258.6,21.12
59.99,0.7,20,106.15,265.38,21.97
59.98,0.7,15,108.87,272.17,22.14
60,0.7,10,111.73,279.33,22.01
60,0.7,5,114.23,285.57,22.54
59.99,0.5,240,125.86,314.66,18.17
60,0.5,235,124.76,311.9,18.93
60,0.5,230,124.15,310.38,19.82
60,0.5,225,123.99,309.97,20.14
60,0.5,220,124.02,310.06,19.79
60,0.5,215,125.17,312.93,20.26
60,0.499,210,126.66,316.64,20.64
60,0.5,205,128.77,321.93,21.6
60,0.5,200,131.21,328.02,21.94
59.99,0.5,195,133.5,333.75,21.96
60,0.5,190,136.28,340.69,22.79
60,0.5,185,138.55,346.38,23.21
60,0.5,180,139.33,348.32,22.54
60,0.5,175,139.54,348.84,22.72
60.01,0.5,170,138.79,346.97,23.57
60,0.5,165,136.53,341.34,22.41
60,0.5,160,133.93,334.83,21.73
60.01,0.5,155,132.13,330.33,22.27
59.99,0.5,150,129.82,324.56,21.37
60.01,0.5,145,128.28,320.71,20.9
60.01,0.5,140,127.42,318.55,20.41
60.01,0.5,135,127.17,317.92,19.96
60,0.5,130,127.95,319.86,20.13
59.99,0.5,125,129.05,322.62,19.63
59.99,0.5,120,130.89,327.24,19.16
59.99,0.5,115,133.4,333.5,17.96
60,0.5,110,137.03,342.57,17.35
60.01,0.5,105,141.44,353.61,16.06
60.01,0.5,102,144.67,361.68,14.69
60.01,0.5,99,149.96,374.9,13.05
59.99,0.5,96,158.86,397.16,12.22
59.98,0.5,94,164.72,411.79,11.85
59.99,0.5,92,167.05,417.64,11.73
60,0.5,90,163.63,409.09,11.93
60,0.5,88,157.75,394.37,12.42
60.01,0.5,86,152.39,380.97,13.45
60,0.5,84,147.8,369.5,14.46
60.01,0.5,81,142.93,357.33,15.73
59.99,0.5,78,139.3,348.26,16.81
59.99,0.5,75,136.15,340.38,17.25
60,0.5,70,131.97,329.94,18.12
59.99,0.5,65,128.72,321.81,18.52
60.02,0.5,60,126.25,315.61,18.83
60.01,0.5,55,124.36,310.9,19.2
60,0.5,50,123.45,308.63,19.75
60,0.5,45,123.1,307.75,19.86
59.99,0.5,40,123.51,308.77,20.4
60,0.5,35,124.22,310.54,20.4
60,0.5,30,125.96,314.9,20.98
60,0.5,25,127.77,319.42,20.95
60,0.5,20,130.99,327.48,22.52
59.99,0.5,15,133.88,334.69,23.1
60,0.5,10,136.5,341.25,23.49
60.01,0.5,5,138.28,345.69,22.71
59.98,0.3,240,166.82,417.06,17.97
60,0.3,235,165.47,413.68,19.18
60,0.3,230,164.28,410.69,20.14
60,0.3,225,163.86,409.65,20.41
60,0.3,220,163.67,409.17,20.39
60.01,0.3,215,164.76,411.89,21.26
59.99,0.3,210,165.6,413.99,21
60.01,0.3,205,167.78,419.44,21.85
60,0.3,200,169.64,424.11,21.87
60,0.3,195,172.35,430.87,22.5
60,0.3,190,175,437.5,23.09
60,0.3,185,176.68,441.7,22.5
60,0.3,180,178.63,446.57,23.1
60,0.3,175,179.46,448.65,23.15
60,0.3,170,179.48,448.71,23.28
60,0.3,165,178.8,447,23.53
59.99,0.3,160,176.55,441.37,21.98
60.01,0.3,155,175.74,439.34,23.23
60,0.3,150,174.18,435.46,22.2
60,0.3,145,172.62,431.55,21.41
60.01,0.3,140,172.67,431.66,22.11
60.01,0.3,135,171.7,429.26,20.25
60,0.3,130,172.74,431.85,20.3
59.99,0.3,125,174.81,437.03,20.32
59.99,0.3,120,177.1,442.74,19.62
60.01,0.3,115,180.14,450.36,18.89
60,0.3,110,183.55,458.88,17.16
60,0.3,105,189.1,472.76,15.87
59.99,0.3,102,193.9,484.75,15.29
59.99,0.3,99,199,497.51,14.5
60,0.3,96,203.78,509.44,14.04
60,0.3,94,205.56,513.91,13.72
60,0.3,92,206.64,516.59,13.77
59.99,0.3,90,205.61,514.03,13.73
59.99,0.3,88,203.77,509.43,14.22
60,0.3,86,200.26,500.65,14.55
60,0.3,84,196.18,490.44,14.91
60,0.3,81,191.07,477.67,15.91
59.98,0.3,78,186.06,465.16,16.45
59.99,0.3,75,182.41,456.03,17.61
60.01,0.3,70,176.69,441.74,18.01
60,0.3,65,173.34,433.36,19.51
60,0.3,60,170.21,425.53,19.96
60.01,0.3,55,167.8,419.49,20.26
59.99,0.3,50,166.29,415.73,20.49
60,0.3,45,165.36,413.41,20.41
60,0.3,40,165.75,414.37,20.94
60,0.3,35,166.02,415.06,21.03
60.01,0.3,30,167.69,419.23,21.78
59.99,0.3,25,169.37,423.41,21.66
60.01,0.3,20,171.66,429.16,22.02
60,0.3,15,173.84,434.6,22.31
60.01,0.3,10,176.49,441.22,23.31
60.01,0.3,5,178.66,446.65,23.62
59.98,0.2,240,206.47,516.17,17.71
60,0.2,235,204.08,510.19,18.51
60,0.2,230,202.17,505.43,19.38
60,0.2,225,201.01,502.53,19.59
60,0.2,220,201.15,502.86,20.79
60,0.2,215,201.82,504.55,21.44
60,0.2,210,202.58,506.45,21.55
60.01,0.2,205,204.11,510.27,22.05
60,0.2,200,205.63,514.07,22.25
59.99,0.2,195,207.28,518.19,21.64
60.01,0.2,190,210.66,526.65,23.09
60.01,0.2,185,212.44,531.09,23.09
60,0.2,180,214.31,535.78,23.46
60,0.2,175,216.35,540.87,24.03
60,0.2,170,216.25,540.62,22.96
59.99,0.2,165,216.63,541.56,22.84
60.01,0.2,160,217.5,543.74,23.67
60.01,0.2,155,215.73,539.33,22.36
59.99,0.2,150,215.55,538.88,22.56
60.01,0.2,145,215.47,538.68,22.64
60,0.2,140,214.36,535.89,21.02
60,0.2,135,214.93,537.32,20.81
60,0.2,130,215.99,539.97,20.49
60,0.2,125,217.26,543.16,19.41
60,0.2,120,220.43,551.06,19.59
60,0.2,115,223.5,558.75,18.51
59.99,0.2,110,227.79,569.48,17.37
60.01,0.2,105,232.33,580.83,16.42
60,0.2,102,235.59,588.97,16.07
60,0.2,99,238.31,595.78,15.61
60,0.2,96,240.45,601.13,15.46
60.01,0.2,94,241.67,604.18,15.54
60,0.2,92,242,604.99,15.65
60,0.2,90,241.5,603.74,15.58
59.99,0.2,88,240.42,601.05,15.62
59.99,0.2,86,238.47,596.18,15.54
60,0.2,84,236.64,591.59,16.07
60,0.2,81,233.32,583.3,16.39
60,0.199,78,229.2,573.01,16.93
60.01,0.2,75,225.79,564.47,17.62
59.98,0.2,70,219.8,549.51,18.07
59.99,0.2,65,215.79,539.48,19.4
60.02,0.2,60,211.98,529.95,19.9
60,0.2,55,209.25,523.13,20.69
60.01,0.2,50,207.33,518.32,20.64
60.01,0.2,45,205.89,514.72,20.62
59.98,0.2,40,206.19,515.47,21.74
60.01,0.2,35,206.73,516.82,22.22
59.99,0.2,30,207.04,517.61,21.73
60,0.2,25,208.76,521.9,22.49
60,0.2,20,210.6,526.5,23.13
60,0.2,15,211.61,529.03,22.52
59.99,0.2,10,213.23,533.08,22.78
60,0.2,5,214.82,537.05,23.45
59.98,0.15,240,238.12,595.31,18.42
59.99,0.15,235,234.79,586.98,18.62
60,0.15,230,232.09,580.23,19.11
59.99,0.15,225,231.31,578.27,20.45
60,0.15,220,229.74,574.35,20.2
60.01,0.15,215,229.52,573.8,20.44
59.99,0.15,210,230.46,576.14,21.09
60,0.15,205,231.98,579.96,22.12
60.01,0.15,200,233.03,582.58,21.81
59.99,0.15,195,234.83,587.08,22.41
60,0.15,190,237.51,593.77,23.16
60.01,0.15,185,239.43,598.57,23.23
60,0.15,180,240.95,602.38,23.2
60,0.15,175,244,610,24.6
60,0.15,170,244.14,610.36,22.95
60,0.15,165,245.77,614.41,23.57
60.01,0.15,160,246.43,616.09,23.39
60,0.15,155,247.04,617.61,23.57
60,0.15,150,247.13,617.83,22.95
60,0.15,145,247.65,619.12,23.07
60.01,0.15,140,247.04,617.59,21.2
60,0.15,135,248.55,621.38,21.35
59.99,0.15,130,249.66,624.15,20.8
60,0.15,125,251.31,628.26,19.85
60,0.15,120,254.78,636.94,20.41
60,0.15,115,256.99,642.48,18.95
60,0.15,110,260.56,651.41,18.47
60,0.15,105,263.53,658.82,17.54
60,0.15,102,265.53,663.83,17.35
60,0.15,99,266.88,667.21,16.97
60,0.15,96,268.27,670.67,17.05
60,0.15,94,268.04,670.1,16.77
60,0.15,92,268.37,670.92,16.88
60,0.15,90,267.82,669.56,16.84
60,0.15,88,267.14,667.84,16.89
60,0.15,86,265.86,664.64,16.81
60,0.15,84,265.59,663.97,17.48
60,0.15,81,262.68,656.69,17.34
60,0.15,78,260.03,650.08,17.89
60,0.15,75,258.35,645.88,18.85
60,0.15,70,253.16,632.9,19.2
59.99,0.15,65,248.42,621.04,19.65
59.99,0.15,60,244.49,611.22,20
60,0.15,55,241.15,602.88,20.21
60.02,0.15,50,239.39,598.48,20.76
59.99,0.15,45,237.96,594.9,21.03
60,0.15,40,237.53,593.82,22.03
60,0.15,35,237.78,594.46,22.4
60,0.15,30,238.15,595.38,22.52
60,0.15,25,238.38,595.94,22.37
60,0.15,20,239.95,599.88,23.23
60.01,0.15,15,240.47,601.17,23.17
60,0.15,10,241.93,604.83,24.01
60,0.15,5,242.83,607.08,24.18
59.99,0.1,240,280.25,700.62,19.47
59.99,0.1,235,276.74,691.84,19.19
60,0.1,230,274.56,686.4,19.75
60,0.1,225,272.33,680.82,19.84
60,0.1,220,271.84,679.61,20.91
60.01,0.1,215,271.45,678.64,21.6
59.99,0.1,210,271.12,677.81,21.42
60.01,0.1,205,271.65,679.14,22.03
60,0.1,200,272.78,681.96,22.6
59.99,0.1,195,273.94,684.86,22.88
60.01,0.1,190,275.07,687.69,22.76
60,0.1,185,277.36,693.4,23.63
60,0.1,180,279.22,698.06,24.25
60,0.1,175,280.45,701.13,23.38
60,0.1,170,282.39,705.96,23.89
60,0.1,165,285.13,712.82,24.67
60,0.1,160,286.38,715.94,23.83
60.01,0.1,155,288.29,720.73,24.02
60,0.1,150,289.97,724.92,23.67
60,0.1,145,291.52,728.79,23.01
60.01,0.1,140,293.05,732.62,22.75
60,0.1,135,294.89,737.22,22.84
60,0.1,130,296.11,740.28,21.73
60,0.1,125,297.88,744.7,21.43
60,0.1,120,299.91,749.78,21.45
59.98,0.1,115,301.69,754.22,20.65
60,0.1,110,303.48,758.71,20.24
60,0.1,105,305.07,762.67,20.26
60,0.1,102,304.81,762.02,19.39
60,0.1,99,305.9,764.76,19.5
60,0.1,96,305.67,764.17,19.33
60,0.1,94,305.46,763.64,19.33
60,0.1,92,305.57,763.92,19.16
60,0.1,90,305.32,763.31,19.23
60,0.1,88,304.77,761.93,19.22
60,0.1,86,304.08,760.2,19.15
60.01,0.1,84,304.17,760.43,19.76
59.99,0.1,81,302.64,756.6,19.62
60,0.1,78,301.15,752.88,19.59
59.99,0.1,75,299.39,748.48,19.87
60,0.1,70,296.89,742.22,20.53
60,0.1,65,293.9,734.74,21
60.01,0.1,60,290,724.99,20.76
59.98,0.1,55,288.67,721.68,21.84
60,0.1,50,286.36,715.89,22.2
60,0.1,45,284.31,710.79,22.73
60,0.1,40,282.83,707.08,22.89
60,0.1,35,281.81,704.53,23.03
60,0.1,30,281.32,703.31,23.18
60,0.1,25,279.3,698.25,22.37
59.99,0.1,20,281.04,702.61,24.56
60.01,0.1,15,281.76,704.4,25.02
60,0.1,10,281.01,702.52,24.62
60,0.1,5,280.63,701.56,24.13
59.99,0.07,240,309.76,774.41,20.66
59.98,0.07,235,307.88,769.7,20.67
60,0.07,230,306.86,767.16,21.38
60,0.07,225,305.21,763.02,21.51
60,0.07,220,304.2,760.51,21.81
60.01,0.07,215,303.17,757.92,21.98
60,0.07,210,302.9,757.26,22.2
60,0.07,205,302.85,757.13,22.34
60.01,0.07,200,303.48,758.7,22.62
60,0.07,195,304.83,762.08,23.26
60,0.07,190,305.77,764.42,23.64
60,0.07,185,306.34,765.84,23.54
60.01,0.07,180,308.42,771.04,24.61
60,0.07,175,309.77,774.42,24.76
60.01,0.07,170,311.3,778.26,24.64
59.99,0.07,165,312.5,781.25,24.11
59.99,0.07,160,314.25,785.63,23.71
60.02,0.07,155,317.91,794.78,25.73
59.99,0.07,150,319.63,799.08,25.02
60,0.07,145,322.09,805.22,25.28
60,0.07,140,323.27,808.19,24.24
59.99,0.07,135,325.71,814.28,24.55
59.99,0.07,130,327,817.5,24.03
59.98,0.07,125,329.47,823.67,24.48
59.99,0.07,120,330.55,826.36,23.5
60,0.07,115,331.9,829.75,23.24
60,0.07,110,334.05,835.11,23.62
60,0.07,105,333.88,834.71,22.69
60,0.07,102,334.58,836.44,23.06
60,0.07,99,333.92,834.81,22.14
60,0.07,96,333.86,834.65,21.98
60,0.07,94,333.82,834.55,21.97
60,0.07,92,333.44,833.59,21.81
60,0.07,90,333.36,833.4,21.8
60,0.07,88,333.91,834.77,22.51
60.01,0.07,86,333.36,833.4,22.59
59.99,0.07,84,332.81,832.02,22.48
59.99,0.07,81,331.78,829.45,22.34
60.01,0.07,78,330.92,827.29,22.39
59.99,0.07,75,329.39,823.47,22.39
60,0.07,70,327.76,819.41,22.49
60.01,0.07,65,325.99,814.98,23.15
60,0.07,60,323.55,808.86,22.89
60,0.07,55,321.79,804.47,23.86
60,0.07,50,319.31,798.27,23.62
60.01,0.07,45,317.91,794.78,24
60,0.07,40,315.89,789.73,24.54
60,0.07,35,313.96,784.89,24.22
59.99,0.07,30,312.08,780.21,24.1
60,0.07,25,310.53,776.32,23.54
60,0.07,20,310.72,776.81,24.77
60,0.07,15,309.68,774.19,24.42
60,0.07,10,308.3,770.75,23.78
60.01,0.07,5,309.34,773.34,24.48
59.99,0.05,240,328.82,822.05,21.92
59.99,0.05,235,328.13,820.33,22.15
60,0.05,230,327.57,818.93,23.03
60,0.05,225,326.34,815.86,22.67
60,0.05,220,324.91,812.28,22.31
60.01,0.05,215,325.06,812.64,23.04
59.99,0.05,210,324.23,810.58,23.06
60.01,0.05,205,324.71,811.78,23.54
60,0.05,200,323.79,809.47,22.93
60,0.05,195,324.88,812.19,23.64
60,0.05,190,325.38,813.44,23.69
60,0.05,185,326.36,815.9,24.25
60,0.05,180,327.07,817.69,24.36
59.99,0.05,175,329.77,824.41,25.89
60.01,0.05,170,330.33,825.81,25.62
59.99,0.05,165,329.85,824.63,23.96
60.01,0.05,160,333.32,833.31,25.42
60.01,0.05,155,334.52,836.31,25.73
60,0.05,150,336.66,841.66,25.95
60,0.05,145,337.08,842.7,24.69
60.01,0.05,140,339.22,848.05,25.09
60.01,0.05,135,341.18,852.94,25.06
60,0.05,130,343.72,859.3,25.79
59.99,0.05,125,344.39,860.97,25
60,0.05,120,346.36,865.89,25.07
60,0.05,115,348.04,870.09,25.42
60,0.05,110,349.29,873.23,25.51
60,0.05,105,350.14,875.35,25.54
60,0.05,102,350.39,875.97,25.43
60,0.05,99,350.65,876.61,25.4
60,0.05,96,350.6,876.51,25.19
60,0.05,94,350.61,876.52,25.27
60,0.05,92,350.69,876.73,25.3
60,0.05,90,350.4,876,25.26
59.99,0.049,88,350.49,876.23,25.24
60,0.05,86,350.49,876.22,25.34
59.98,0.05,84,349.35,873.38,25.01
59.99,0.05,81,348.91,872.27,25
60,0.05,78,348.49,871.23,25
60.01,0.05,75,347.89,869.73,25.09
60,0.05,70,346.54,866.35,25.1
60,0.05,65,344.23,860.57,24.64
60,0.05,60,343.76,859.4,25.87
60,0.05,55,342.15,855.38,25.96
60.01,0.05,50,339.08,847.7,25.07
60.01,0.05,45,337.75,844.38,25.88
60.01,0.05,40,336.03,840.07,25.64
60,0.05,35,333.61,834.04,25.26
60,0.05,30,331.8,829.49,24.63
60,0.05,25,330.47,826.18,24.47
60,0.05,20,330.43,826.07,25.52
60.01,0.05,15,329.43,823.57,25.14
59.98,0.05,10,329.3,823.24,25.14
60.01,0.05,5,328.4,821,24.41
60,0.03,240,343.99,859.97,23.38
59.98,0.03,235,343.87,859.67,23.38
60,0.03,230,343.61,859.03,23.59
60,0.03,225,342.87,857.18,23.52
60,0.029,220,342.8,857.01,23.87
60.01,0.03,215,343.69,859.23,24.86
60,0.03,210,343.09,857.72,24.54
60,0.03,205,342.86,857.15,24.42
60,0.03,200,344.49,861.23,25.93
60,0.03,195,343.97,859.92,25.58
60,0.03,190,342.5,856.25,24.3
60.01,0.03,185,344.93,862.33,25.35
60,0.03,180,343.63,859.07,24.32
60,0.03,175,343.83,859.58,24.23
60.01,0.03,170,345.43,863.57,25.18
59.99,0.03,165,346.31,865.78,25.35
60,0.03,160,346.85,867.12,25.25
60,0.03,155,348.11,870.28,25.8
60,0.03,150,350,874.99,26.56
59.99,0.03,145,349.7,874.25,25.89
60,0.03,140,351.6,878.99,26.84
60.01,0.03,135,351.21,878.02,25.3
60,0.03,130,352.64,881.59,25.76
60.01,0.03,125,353,882.5,25.37
59.99,0.03,120,354.33,885.83,25.8
60.01,0.03,115,355.33,888.32,26.09
60,0.03,110,356.39,890.97,26.33
60,0.03,105,356.85,892.11,26.27
60,0.03,102,357.32,893.31,26.45
60,0.03,99,357.33,893.32,26.23
60,0.03,96,357.57,893.92,26.39
60,0.03,94,357.65,894.12,26.43
60,0.03,92,357.53,893.83,26.25
60,0.03,90,357.34,893.36,26.22
60,0.03,88,357.58,893.96,26.4
60,0.03,86,357.52,893.81,26.46
60,0.03,84,357.43,893.58,26.32
60,0.03,81,357.07,892.69,26.23
60,0.03,78,356.76,891.9,26.23
60,0.03,75,356.65,891.63,26.33
60,0.03,70,355.7,889.25,26.06
60,0.03,65,354.92,887.29,26.1
60.01,0.03,60,354.07,885.16,26.08
60,0.03,55,352.24,880.61,25.45
60.01,0.029,50,351.98,879.95,26.38
60.01,0.03,45,350.22,875.55,25.93
60.01,0.03,40,349.34,873.36,25.91
60.01,0.03,35,348.05,870.12,25.5
60,0.03,30,347.74,869.34,25.7
59.99,0.03,25,346.21,865.52,25.2
59.98,0.03,20,345.85,864.62,25.26
59.98,0.03,15,344.37,860.92,24.36
60.01,0.03,10,343.55,858.87,23.84
60.01,0.03,5,344.27,860.68,24.27
60,0.02,240,349.79,874.47,24.56
59.98,0.02,235,350.07,875.18,24.66
60,0.02,230,350.02,875.06,25.04
60.01,0.02,225,350.65,876.62,25.9
